tanggal,tahun,nomor_bulan,bulan,paspor_atau_wilayah,kategori,jumlah_kunjungan,status_data
2022-01-01,2022,1,Januari,GRAND TOTAL,grand_total,136298,tersedia
2022-01-01,2022,1,Januari,Afganistan,paspor,9,tersedia
2022-01-01,2022,1,Januari,Afrika Tengah Rep.,paspor,0,tersedia
2022-01-01,2022,1,Januari,Alaska,paspor,0,tersedia
2022-01-01,2022,1,Januari,Albania,paspor,7,tersedia
2022-01-01,2022,1,Januari,Aljazair / Algeria,paspor,7,tersedia
2022-01-01,2022,1,Januari,Andorra,paspor,0,tersedia
2022-01-01,2022,1,Januari,Angola,paspor,2,tersedia
2022-01-01,2022,1,Januari,Antigua & Barbuda,paspor,0,tersedia
2022-01-01,2022,1,Januari,Argentina,paspor,17,tersedia
2022-01-01,2022,1,Januari,Armenia,paspor,1,tersedia
2022-01-01,2022,1,Januari,Aruba,paspor,0,tersedia
2022-01-01,2022,1,Januari,Australia,paspor,511,tersedia
2022-01-01,2022,1,Januari,Austria,paspor,316,tersedia
2022-01-01,2022,1,Januari,Azerbaijan,paspor,8,tersedia
2022-01-01,2022,1,Januari,Bahama Islands,paspor,0,tersedia
2022-01-01,2022,1,Januari,Bahrain,paspor,0,tersedia
2022-01-01,2022,1,Januari,Bangladesh,paspor,157,tersedia
2022-01-01,2022,1,Januari,Barbados,paspor,0,tersedia
2022-01-01,2022,1,Januari,Belarus,paspor,105,tersedia
2022-01-01,2022,1,Januari,Belgium,paspor,112,tersedia
2022-01-01,2022,1,Januari,Belize,paspor,0,tersedia
2022-01-01,2022,1,Januari,Benin,paspor,1,tersedia
2022-01-01,2022,1,Januari,Bermuda,paspor,0,tersedia
2022-01-01,2022,1,Januari,Bhutan,paspor,0,tersedia
2022-01-01,2022,1,Januari,Bolivia,paspor,2,tersedia
2022-01-01,2022,1,Januari,Bosnia Herzegovina,paspor,4,tersedia
2022-01-01,2022,1,Januari,Bostwana,paspor,0,tersedia
2022-01-01,2022,1,Januari,Brazilia,paspor,126,tersedia
2022-01-01,2022,1,Januari,British Indian Ocean Teritory,paspor,0,tersedia
2022-01-01,2022,1,Januari,Brunei Darussalam,paspor,17,tersedia
2022-01-01,2022,1,Januari,Bulgaria,paspor,27,tersedia
2022-01-01,2022,1,Januari,Burkina Faso,paspor,0,tersedia
2022-01-01,2022,1,Januari,Burkinabe,paspor,0,tersedia
2022-01-01,2022,1,Januari,Burundi,paspor,2,tersedia
2022-01-01,2022,1,Januari,Cabinda,paspor,0,tersedia
2022-01-01,2022,1,Januari,Canada,paspor,175,tersedia
2022-01-01,2022,1,Januari,Cape Verde,paspor,0,tersedia
2022-01-01,2022,1,Januari,Ceko,paspor,53,tersedia
2022-01-01,2022,1,Januari,Central America,paspor,10,tersedia
2022-01-01,2022,1,Januari,Chad,paspor,0,tersedia
2022-01-01,2022,1,Januari,Chili,paspor,17,tersedia
2022-01-01,2022,1,Januari,Comoros,paspor,1,tersedia
2022-01-01,2022,1,Januari,Congo,paspor,0,tersedia
2022-01-01,2022,1,Januari,Congo Rep. Dem.,paspor,3,tersedia
2022-01-01,2022,1,Januari,Cooks Islands,paspor,0,tersedia
2022-01-01,2022,1,Januari,Costarika,paspor,0,tersedia
2022-01-01,2022,1,Januari,Croasia,paspor,56,tersedia
2022-01-01,2022,1,Januari,Cyprus,paspor,2,tersedia
2022-01-01,2022,1,Januari,Denmark,paspor,41,tersedia
2022-01-01,2022,1,Januari,Djibouti,paspor,1,tersedia
2022-01-01,2022,1,Januari,Dominika,paspor,0,tersedia
2022-01-01,2022,1,Januari,Dominika Rep.,paspor,2,tersedia
2022-01-01,2022,1,Januari,Egypt,paspor,83,tersedia
2022-01-01,2022,1,Januari,Ekuador,paspor,2,tersedia
2022-01-01,2022,1,Januari,El Salvador,paspor,0,tersedia
2022-01-01,2022,1,Januari,Eritrea,paspor,1,tersedia
2022-01-01,2022,1,Januari,Estonia,paspor,17,tersedia
2022-01-01,2022,1,Januari,Ethiopia,paspor,6,tersedia
2022-01-01,2022,1,Januari,Falkland Islands,paspor,0,tersedia
2022-01-01,2022,1,Januari,Fiji Islands,paspor,11,tersedia
2022-01-01,2022,1,Januari,Finland,paspor,39,tersedia
2022-01-01,2022,1,Januari,France,paspor,608,tersedia
2022-01-01,2022,1,Januari,Gabon,paspor,1,tersedia
2022-01-01,2022,1,Januari,Gambia,paspor,1,tersedia
2022-01-01,2022,1,Januari,Georgia,paspor,7,tersedia
2022-01-01,2022,1,Januari,Germany,paspor,440,tersedia
2022-01-01,2022,1,Januari,Ghana,paspor,11,tersedia
2022-01-01,2022,1,Januari,Grenadines (Grenada),paspor,0,tersedia
2022-01-01,2022,1,Januari,Guadelope,paspor,0,tersedia
2022-01-01,2022,1,Januari,Guam,paspor,0,tersedia
2022-01-01,2022,1,Januari,Guatemala,paspor,1,tersedia
2022-01-01,2022,1,Januari,Guiana,paspor,0,tersedia
2022-01-01,2022,1,Januari,Guinea,paspor,4,tersedia
2022-01-01,2022,1,Januari,Guinea Bissau,paspor,1,tersedia
2022-01-01,2022,1,Januari,Guinea Equator,paspor,0,tersedia
2022-01-01,2022,1,Januari,Guyana,paspor,0,tersedia
2022-01-01,2022,1,Januari,Haiti,paspor,0,tersedia
2022-01-01,2022,1,Januari,Hellenic,paspor,0,tersedia
2022-01-01,2022,1,Januari,Honduras,paspor,2,tersedia
2022-01-01,2022,1,Januari,Hongaria,paspor,43,tersedia
2022-01-01,2022,1,Januari,"Hongkong, RRT",paspor,356,tersedia
2022-01-01,2022,1,Januari,I t a l y,paspor,232,tersedia
2022-01-01,2022,1,Januari,Iceland (Islandia),paspor,5,tersedia
2022-01-01,2022,1,Januari,India,paspor,1253,tersedia
2022-01-01,2022,1,Januari,Indonesia,paspor,699,tersedia
2022-01-01,2022,1,Januari,Irak,paspor,11,tersedia
2022-01-01,2022,1,Januari,Iran,paspor,51,tersedia
2022-01-01,2022,1,Januari,Irlandia (Ireland),paspor,59,tersedia
2022-01-01,2022,1,Januari,Israel,paspor,72,tersedia
2022-01-01,2022,1,Januari,Ivory Coast (Pantai Gading),paspor,8,tersedia
2022-01-01,2022,1,Januari,Jamaika,paspor,1,tersedia
2022-01-01,2022,1,Januari,Japan,paspor,1022,tersedia
2022-01-01,2022,1,Januari,Jordan,paspor,16,tersedia
2022-01-01,2022,1,Januari,Kaledonia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Kamboja,paspor,45,tersedia
2022-01-01,2022,1,Januari,Kamerun,paspor,6,tersedia
2022-01-01,2022,1,Januari,Karibati (Kiribati),paspor,0,tersedia
2022-01-01,2022,1,Januari,Kazakhstan,paspor,62,tersedia
2022-01-01,2022,1,Januari,Kenya,paspor,13,tersedia
2022-01-01,2022,1,Januari,Kirgistan,paspor,40,tersedia
2022-01-01,2022,1,Januari,Kolombia,paspor,14,tersedia
2022-01-01,2022,1,Januari,Korea Utara,paspor,0,tersedia
2022-01-01,2022,1,Januari,Kuba,paspor,1,tersedia
2022-01-01,2022,1,Januari,Kuwait,paspor,17,tersedia
2022-01-01,2022,1,Januari,Lain-lain,paspor,581,tersedia
2022-01-01,2022,1,Januari,Laos,paspor,6,tersedia
2022-01-01,2022,1,Januari,Latvia,paspor,56,tersedia
2022-01-01,2022,1,Januari,Lesotho,paspor,1,tersedia
2022-01-01,2022,1,Januari,Libanon,paspor,10,tersedia
2022-01-01,2022,1,Januari,Liberia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Libya,paspor,5,tersedia
2022-01-01,2022,1,Januari,Liechtenstein,paspor,0,tersedia
2022-01-01,2022,1,Januari,Lithuania,paspor,39,tersedia
2022-01-01,2022,1,Januari,Luxemburg,paspor,5,tersedia
2022-01-01,2022,1,Januari,"Macao, RRT",paspor,3,tersedia
2022-01-01,2022,1,Januari,Macedonia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Maladewa,paspor,13,tersedia
2022-01-01,2022,1,Januari,Malagasy (Madagascar),paspor,3,tersedia
2022-01-01,2022,1,Januari,Malawi,paspor,0,tersedia
2022-01-01,2022,1,Januari,Malaysia,paspor,55214,tersedia
2022-01-01,2022,1,Januari,Mali,paspor,3,tersedia
2022-01-01,2022,1,Januari,Malta,paspor,2,tersedia
2022-01-01,2022,1,Januari,Maroko,paspor,11,tersedia
2022-01-01,2022,1,Januari,Marshall Islands,paspor,0,tersedia
2022-01-01,2022,1,Januari,Martinique,paspor,0,tersedia
2022-01-01,2022,1,Januari,Maseru,paspor,0,tersedia
2022-01-01,2022,1,Januari,Mauritania,paspor,1,tersedia
2022-01-01,2022,1,Januari,Mauritius,paspor,3,tersedia
2022-01-01,2022,1,Januari,Mexiko,paspor,16,tersedia
2022-01-01,2022,1,Januari,Micronesia Rep.,paspor,2,tersedia
2022-01-01,2022,1,Januari,Moldova,paspor,9,tersedia
2022-01-01,2022,1,Januari,Monako,paspor,0,tersedia
2022-01-01,2022,1,Januari,Mongolia,paspor,3,tersedia
2022-01-01,2022,1,Januari,Montenegro,paspor,2,tersedia
2022-01-01,2022,1,Januari,Mozambik,paspor,11,tersedia
2022-01-01,2022,1,Januari,Myanmar/Burma,paspor,507,tersedia
2022-01-01,2022,1,Januari,Namibia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Nauru,paspor,0,tersedia
2022-01-01,2022,1,Januari,Nepal,paspor,15,tersedia
2022-01-01,2022,1,Januari,Netherlands,paspor,1411,tersedia
2022-01-01,2022,1,Januari,New Zealand,paspor,48,tersedia
2022-01-01,2022,1,Januari,Nicaragua,paspor,2,tersedia
2022-01-01,2022,1,Januari,Niger,paspor,0,tersedia
2022-01-01,2022,1,Januari,Nigeria,paspor,67,tersedia
2022-01-01,2022,1,Januari,Niue,paspor,0,tersedia
2022-01-01,2022,1,Januari,Norway,paspor,26,tersedia
2022-01-01,2022,1,Januari,Oman,paspor,15,tersedia
2022-01-01,2022,1,Januari,Other Africa,paspor,236,tersedia
2022-01-01,2022,1,Januari,Other America,paspor,37,tersedia
2022-01-01,2022,1,Januari,Other Asia,paspor,647,tersedia
2022-01-01,2022,1,Januari,Other East Europe,paspor,64,tersedia
2022-01-01,2022,1,Januari,Other Middle East,paspor,189,tersedia
2022-01-01,2022,1,Januari,Other Oceania,paspor,15,tersedia
2022-01-01,2022,1,Januari,Other West Europe,paspor,13,tersedia
2022-01-01,2022,1,Januari,Pakistan,paspor,142,tersedia
2022-01-01,2022,1,Januari,Palau Rep.,paspor,0,tersedia
2022-01-01,2022,1,Januari,Palestina,paspor,9,tersedia
2022-01-01,2022,1,Januari,Panama,paspor,5,tersedia
2022-01-01,2022,1,Januari,Papua New Guinea,paspor,2140,tersedia
2022-01-01,2022,1,Januari,Paraguay,paspor,0,tersedia
2022-01-01,2022,1,Januari,Peru,paspor,8,tersedia
2022-01-01,2022,1,Januari,Philippines,paspor,1405,tersedia
2022-01-01,2022,1,Januari,Polandia,paspor,89,tersedia
2022-01-01,2022,1,Januari,Polynesia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Portugal,paspor,46,tersedia
2022-01-01,2022,1,Januari,Puertorico,paspor,0,tersedia
2022-01-01,2022,1,Januari,Qatar,paspor,5,tersedia
2022-01-01,2022,1,Januari,R u s i a,paspor,1151,tersedia
2022-01-01,2022,1,Januari,Republik Cosovo,paspor,0,tersedia
2022-01-01,2022,1,Januari,Republik Rakyat Tiongkok,paspor,3768,tersedia
2022-01-01,2022,1,Januari,Romania,paspor,76,tersedia
2022-01-01,2022,1,Januari,Rwanda,paspor,6,tersedia
2022-01-01,2022,1,Januari,Sahara,paspor,0,tersedia
2022-01-01,2022,1,Januari,Samoa,paspor,0,tersedia
2022-01-01,2022,1,Januari,Samoa Barat,paspor,0,tersedia
2022-01-01,2022,1,Januari,San Marino,paspor,0,tersedia
2022-01-01,2022,1,Januari,Sao Tome & Principe,paspor,0,tersedia
2022-01-01,2022,1,Januari,Saudi Arabia,paspor,113,tersedia
2022-01-01,2022,1,Januari,Scotlandia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Senegal,paspor,2,tersedia
2022-01-01,2022,1,Januari,Serbia,paspor,15,tersedia
2022-01-01,2022,1,Januari,Seychelles,paspor,0,tersedia
2022-01-01,2022,1,Januari,Siberia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Sierra Leona,paspor,6,tersedia
2022-01-01,2022,1,Januari,Singapore,paspor,2199,tersedia
2022-01-01,2022,1,Januari,Slovakia,paspor,16,tersedia
2022-01-01,2022,1,Januari,Slovenia,paspor,9,tersedia
2022-01-01,2022,1,Januari,Solomon Islands,paspor,2,tersedia
2022-01-01,2022,1,Januari,Somalia,paspor,3,tersedia
2022-01-01,2022,1,Januari,South Africa,paspor,71,tersedia
2022-01-01,2022,1,Januari,South America,paspor,19,tersedia
2022-01-01,2022,1,Januari,South Korea,paspor,1135,tersedia
2022-01-01,2022,1,Januari,South Sudan,paspor,0,tersedia
2022-01-01,2022,1,Januari,Spain,paspor,538,tersedia
2022-01-01,2022,1,Januari,Srilanka,paspor,101,tersedia
2022-01-01,2022,1,Januari,St. Christopher,paspor,0,tersedia
2022-01-01,2022,1,Januari,St. Kitts & Nevis,paspor,0,tersedia
2022-01-01,2022,1,Januari,St. Lucia,paspor,0,tersedia
2022-01-01,2022,1,Januari,St. Vincent,paspor,0,tersedia
2022-01-01,2022,1,Januari,Stateless,paspor,0,tersedia
2022-01-01,2022,1,Januari,Sudan,paspor,14,tersedia
2022-01-01,2022,1,Januari,Suriname,paspor,1,tersedia
2022-01-01,2022,1,Januari,Swaziland,paspor,0,tersedia
2022-01-01,2022,1,Januari,Sweden,paspor,421,tersedia
2022-01-01,2022,1,Januari,Switzerland,paspor,87,tersedia
2022-01-01,2022,1,Januari,Syiria,paspor,14,tersedia
2022-01-01,2022,1,Januari,Taiwan,paspor,220,tersedia
2022-01-01,2022,1,Januari,Tajikhistan,paspor,4,tersedia
2022-01-01,2022,1,Januari,Tanzania,paspor,18,tersedia
2022-01-01,2022,1,Januari,Thailand,paspor,832,tersedia
2022-01-01,2022,1,Januari,Timor Leste,paspor,53089,tersedia
2022-01-01,2022,1,Januari,Togo,paspor,2,tersedia
2022-01-01,2022,1,Januari,Tonga,paspor,0,tersedia
2022-01-01,2022,1,Januari,Trinidad & Tobago,paspor,1,tersedia
2022-01-01,2022,1,Januari,Tunisia,paspor,8,tersedia
2022-01-01,2022,1,Januari,Turki,paspor,146,tersedia
2022-01-01,2022,1,Januari,Turkmenistan,paspor,0,tersedia
2022-01-01,2022,1,Januari,Tuvalu,paspor,0,tersedia
2022-01-01,2022,1,Januari,Uganda,paspor,5,tersedia
2022-01-01,2022,1,Januari,Ukraine,paspor,458,tersedia
2022-01-01,2022,1,Januari,Uni Emirat Arab,paspor,36,tersedia
2022-01-01,2022,1,Januari,United Kingdom,paspor,811,tersedia
2022-01-01,2022,1,Januari,United States of America,paspor,2002,tersedia
2022-01-01,2022,1,Januari,UNO,paspor,32,tersedia
2022-01-01,2022,1,Januari,Uruguay,paspor,1,tersedia
2022-01-01,2022,1,Januari,Uzbekistan,paspor,9,tersedia
2022-01-01,2022,1,Januari,Vanuatu,paspor,0,tersedia
2022-01-01,2022,1,Januari,Vatikan,paspor,1,tersedia
2022-01-01,2022,1,Januari,Venezuela,paspor,5,tersedia
2022-01-01,2022,1,Januari,Vietnam,paspor,309,tersedia
2022-01-01,2022,1,Januari,Volta Atas,paspor,0,tersedia
2022-01-01,2022,1,Januari,Wales,paspor,0,tersedia
2022-01-01,2022,1,Januari,Walis & Futuna,paspor,0,tersedia
2022-01-01,2022,1,Januari,Yaman,paspor,93,tersedia
2022-01-01,2022,1,Januari,Yugoslavia,paspor,0,tersedia
2022-01-01,2022,1,Januari,Yunani (Greece),paspor,56,tersedia
2022-01-01,2022,1,Januari,Zaire,paspor,1,tersedia
2022-01-01,2022,1,Januari,Zambia,paspor,2,tersedia
2022-01-01,2022,1,Januari,Zimbabwe,paspor,6,tersedia
2022-01-01,2022,1,Januari,Zomba,paspor,0,tersedia
2022-01-01,2022,1,Januari,A S E A N,subtotal,114322,tersedia
2022-01-01,2022,1,Januari,TOTAL AFRICA,subtotal,318,tersedia
2022-01-01,2022,1,Januari,TOTAL AMERICA,subtotal,2433,tersedia
2022-01-01,2022,1,Januari,TOTAL ASIA (Excl.ASEAN),subtotal,8460,tersedia
2022-01-01,2022,1,Januari,TOTAL EUROPE,subtotal,7506,tersedia
2022-01-01,2022,1,Januari,TOTAL MIDDLE EAST,subtotal,545,tersedia
2022-01-01,2022,1,Januari,TOTAL OCEANIA,subtotal,2714,tersedia
2022-02-01,2022,2,Februari,GRAND TOTAL,grand_total,117509,tersedia
2022-02-01,2022,2,Februari,Afganistan,paspor,24,tersedia
2022-02-01,2022,2,Februari,Afrika Tengah Rep.,paspor,0,tersedia
2022-02-01,2022,2,Februari,Alaska,paspor,0,tersedia
2022-02-01,2022,2,Februari,Albania,paspor,1,tersedia
2022-02-01,2022,2,Februari,Aljazair / Algeria,paspor,24,tersedia
2022-02-01,2022,2,Februari,Andorra,paspor,1,tersedia
2022-02-01,2022,2,Februari,Angola,paspor,0,tersedia
2022-02-01,2022,2,Februari,Antigua & Barbuda,paspor,0,tersedia
2022-02-01,2022,2,Februari,Argentina,paspor,27,tersedia
2022-02-01,2022,2,Februari,Armenia,paspor,7,tersedia
2022-02-01,2022,2,Februari,Aruba,paspor,0,tersedia
2022-02-01,2022,2,Februari,Australia,paspor,591,tersedia
2022-02-01,2022,2,Februari,Austria,paspor,524,tersedia
2022-02-01,2022,2,Februari,Azerbaijan,paspor,9,tersedia
2022-02-01,2022,2,Februari,Bahama Islands,paspor,0,tersedia
2022-02-01,2022,2,Februari,Bahrain,paspor,4,tersedia
2022-02-01,2022,2,Februari,Bangladesh,paspor,233,tersedia
2022-02-01,2022,2,Februari,Barbados,paspor,0,tersedia
2022-02-01,2022,2,Februari,Belarus,paspor,97,tersedia
2022-02-01,2022,2,Februari,Belgium,paspor,116,tersedia
2022-02-01,2022,2,Februari,Belize,paspor,0,tersedia
2022-02-01,2022,2,Februari,Benin,paspor,0,tersedia
2022-02-01,2022,2,Februari,Bermuda,paspor,0,tersedia
2022-02-01,2022,2,Februari,Bhutan,paspor,0,tersedia
2022-02-01,2022,2,Februari,Bolivia,paspor,0,tersedia
2022-02-01,2022,2,Februari,Bosnia Herzegovina,paspor,9,tersedia
2022-02-01,2022,2,Februari,Bostwana,paspor,0,tersedia
2022-02-01,2022,2,Februari,Brazilia,paspor,112,tersedia
2022-02-01,2022,2,Februari,British Indian Ocean Teritory,paspor,0,tersedia
2022-02-01,2022,2,Februari,Brunei Darussalam,paspor,6,tersedia
2022-02-01,2022,2,Februari,Bulgaria,paspor,20,tersedia
2022-02-01,2022,2,Februari,Burkina Faso,paspor,4,tersedia
2022-02-01,2022,2,Februari,Burkinabe,paspor,0,tersedia
2022-02-01,2022,2,Februari,Burundi,paspor,2,tersedia
2022-02-01,2022,2,Februari,Cabinda,paspor,0,tersedia
2022-02-01,2022,2,Februari,Canada,paspor,168,tersedia
2022-02-01,2022,2,Februari,Cape Verde,paspor,1,tersedia
2022-02-01,2022,2,Februari,Ceko,paspor,63,tersedia
2022-02-01,2022,2,Februari,Central America,paspor,9,tersedia
2022-02-01,2022,2,Februari,Chad,paspor,2,tersedia
2022-02-01,2022,2,Februari,Chili,paspor,21,tersedia
2022-02-01,2022,2,Februari,Comoros,paspor,3,tersedia
2022-02-01,2022,2,Februari,Congo,paspor,0,tersedia
2022-02-01,2022,2,Februari,Congo Rep. Dem.,paspor,0,tersedia
2022-02-01,2022,2,Februari,Cooks Islands,paspor,0,tersedia
2022-02-01,2022,2,Februari,Costarika,paspor,1,tersedia
2022-02-01,2022,2,Februari,Croasia,paspor,46,tersedia
2022-02-01,2022,2,Februari,Cyprus,paspor,8,tersedia
2022-02-01,2022,2,Februari,Denmark,paspor,77,tersedia
2022-02-01,2022,2,Februari,Djibouti,paspor,1,tersedia
2022-02-01,2022,2,Februari,Dominika,paspor,0,tersedia
2022-02-01,2022,2,Februari,Dominika Rep.,paspor,3,tersedia
2022-02-01,2022,2,Februari,Egypt,paspor,135,tersedia
2022-02-01,2022,2,Februari,Ekuador,paspor,5,tersedia
2022-02-01,2022,2,Februari,El Salvador,paspor,0,tersedia
2022-02-01,2022,2,Februari,Eritrea,paspor,1,tersedia
2022-02-01,2022,2,Februari,Estonia,paspor,26,tersedia
2022-02-01,2022,2,Februari,Ethiopia,paspor,3,tersedia
2022-02-01,2022,2,Februari,Falkland Islands,paspor,0,tersedia
2022-02-01,2022,2,Februari,Fiji Islands,paspor,2,tersedia
2022-02-01,2022,2,Februari,Finland,paspor,22,tersedia
2022-02-01,2022,2,Februari,France,paspor,868,tersedia
2022-02-01,2022,2,Februari,Gabon,paspor,3,tersedia
2022-02-01,2022,2,Februari,Gambia,paspor,9,tersedia
2022-02-01,2022,2,Februari,Georgia,paspor,15,tersedia
2022-02-01,2022,2,Februari,Germany,paspor,540,tersedia
2022-02-01,2022,2,Februari,Ghana,paspor,9,tersedia
2022-02-01,2022,2,Februari,Grenadines (Grenada),paspor,0,tersedia
2022-02-01,2022,2,Februari,Guadelope,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guam,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guatemala,paspor,2,tersedia
2022-02-01,2022,2,Februari,Guiana,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guinea,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guinea Bissau,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guinea Equator,paspor,0,tersedia
2022-02-01,2022,2,Februari,Guyana,paspor,0,tersedia
2022-02-01,2022,2,Februari,Haiti,paspor,0,tersedia
2022-02-01,2022,2,Februari,Hellenic,paspor,0,tersedia
2022-02-01,2022,2,Februari,Honduras,paspor,1,tersedia
2022-02-01,2022,2,Februari,Hongaria,paspor,54,tersedia
2022-02-01,2022,2,Februari,"Hongkong, RRT",paspor,353,tersedia
2022-02-01,2022,2,Februari,I t a l y,paspor,469,tersedia
2022-02-01,2022,2,Februari,Iceland (Islandia),paspor,7,tersedia
2022-02-01,2022,2,Februari,India,paspor,1064,tersedia
2022-02-01,2022,2,Februari,Indonesia,paspor,1007,tersedia
2022-02-01,2022,2,Februari,Irak,paspor,7,tersedia
2022-02-01,2022,2,Februari,Iran,paspor,42,tersedia
2022-02-01,2022,2,Februari,Irlandia (Ireland),paspor,70,tersedia
2022-02-01,2022,2,Februari,Israel,paspor,49,tersedia
2022-02-01,2022,2,Februari,Ivory Coast (Pantai Gading),paspor,6,tersedia
2022-02-01,2022,2,Februari,Jamaika,paspor,0,tersedia
2022-02-01,2022,2,Februari,Japan,paspor,783,tersedia
2022-02-01,2022,2,Februari,Jordan,paspor,14,tersedia
2022-02-01,2022,2,Februari,Kaledonia,paspor,0,tersedia
2022-02-01,2022,2,Februari,Kamboja,paspor,42,tersedia
2022-02-01,2022,2,Februari,Kamerun,paspor,3,tersedia
2022-02-01,2022,2,Februari,Karibati (Kiribati),paspor,0,tersedia
2022-02-01,2022,2,Februari,Kazakhstan,paspor,46,tersedia
2022-02-01,2022,2,Februari,Kenya,paspor,4,tersedia
2022-02-01,2022,2,Februari,Kirgistan,paspor,22,tersedia
2022-02-01,2022,2,Februari,Kolombia,paspor,22,tersedia
2022-02-01,2022,2,Februari,Korea Utara,paspor,0,tersedia
2022-02-01,2022,2,Februari,Kuba,paspor,0,tersedia
2022-02-01,2022,2,Februari,Kuwait,paspor,11,tersedia
2022-02-01,2022,2,Februari,Lain-lain,paspor,689,tersedia
2022-02-01,2022,2,Februari,Laos,paspor,3,tersedia
2022-02-01,2022,2,Februari,Latvia,paspor,47,tersedia
2022-02-01,2022,2,Februari,Lesotho,paspor,0,tersedia
2022-02-01,2022,2,Februari,Libanon,paspor,11,tersedia
2022-02-01,2022,2,Februari,Liberia,paspor,1,tersedia
2022-02-01,2022,2,Februari,Libya,paspor,2,tersedia
2022-02-01,2022,2,Februari,Liechtenstein,paspor,2,tersedia
2022-02-01,2022,2,Februari,Lithuania,paspor,31,tersedia
2022-02-01,2022,2,Februari,Luxemburg,paspor,2,tersedia
2022-02-01,2022,2,Februari,"Macao, RRT",paspor,17,tersedia
2022-02-01,2022,2,Februari,Macedonia,paspor,1,tersedia
2022-02-01,2022,2,Februari,Maladewa,paspor,8,tersedia
2022-02-01,2022,2,Februari,Malagasy (Madagascar),paspor,4,tersedia
2022-02-01,2022,2,Februari,Malawi,paspor,0,tersedia
2022-02-01,2022,2,Februari,Malaysia,paspor,46894,tersedia
2022-02-01,2022,2,Februari,Mali,paspor,2,tersedia
2022-02-01,2022,2,Februari,Malta,paspor,4,tersedia
2022-02-01,2022,2,Februari,Maroko,paspor,21,tersedia
2022-02-01,2022,2,Februari,Marshall Islands,paspor,0,tersedia
2022-02-01,2022,2,Februari,Martinique,paspor,0,tersedia
2022-02-01,2022,2,Februari,Maseru,paspor,0,tersedia
2022-02-01,2022,2,Februari,Mauritania,paspor,0,tersedia
2022-02-01,2022,2,Februari,Mauritius,paspor,12,tersedia
2022-02-01,2022,2,Februari,Mexiko,paspor,21,tersedia
2022-02-01,2022,2,Februari,Micronesia Rep.,paspor,0,tersedia
2022-02-01,2022,2,Februari,Moldova,paspor,7,tersedia
2022-02-01,2022,2,Februari,Monako,paspor,2,tersedia
2022-02-01,2022,2,Februari,Mongolia,paspor,3,tersedia
2022-02-01,2022,2,Februari,Montenegro,paspor,8,tersedia
2022-02-01,2022,2,Februari,Mozambik,paspor,10,tersedia
2022-02-01,2022,2,Februari,Myanmar/Burma,paspor,434,tersedia
2022-02-01,2022,2,Februari,Namibia,paspor,4,tersedia
2022-02-01,2022,2,Februari,Nauru,paspor,0,tersedia
2022-02-01,2022,2,Februari,Nepal,paspor,4,tersedia
2022-02-01,2022,2,Februari,Netherlands,paspor,1346,tersedia
2022-02-01,2022,2,Februari,New Zealand,paspor,82,tersedia
2022-02-01,2022,2,Februari,Nicaragua,paspor,0,tersedia
2022-02-01,2022,2,Februari,Niger,paspor,0,tersedia
2022-02-01,2022,2,Februari,Nigeria,paspor,74,tersedia
2022-02-01,2022,2,Februari,Niue,paspor,0,tersedia
2022-02-01,2022,2,Februari,Norway,paspor,67,tersedia
2022-02-01,2022,2,Februari,Oman,paspor,26,tersedia
2022-02-01,2022,2,Februari,Other Africa,paspor,287,tersedia
2022-02-01,2022,2,Februari,Other America,paspor,25,tersedia
2022-02-01,2022,2,Februari,Other Asia,paspor,747,tersedia
2022-02-01,2022,2,Februari,Other East Europe,paspor,86,tersedia
2022-02-01,2022,2,Februari,Other Middle East,paspor,183,tersedia
2022-02-01,2022,2,Februari,Other Oceania,paspor,6,tersedia
2022-02-01,2022,2,Februari,Other West Europe,paspor,20,tersedia
2022-02-01,2022,2,Februari,Pakistan,paspor,176,tersedia
2022-02-01,2022,2,Februari,Palau Rep.,paspor,0,tersedia
2022-02-01,2022,2,Februari,Palestina,paspor,17,tersedia
2022-02-01,2022,2,Februari,Panama,paspor,5,tersedia
2022-02-01,2022,2,Februari,Papua New Guinea,paspor,1245,tersedia
2022-02-01,2022,2,Februari,Paraguay,paspor,1,tersedia
2022-02-01,2022,2,Februari,Peru,paspor,12,tersedia
2022-02-01,2022,2,Februari,Philippines,paspor,1461,tersedia
2022-02-01,2022,2,Februari,Polandia,paspor,74,tersedia
2022-02-01,2022,2,Februari,Polynesia,paspor,0,tersedia
2022-02-01,2022,2,Februari,Portugal,paspor,67,tersedia
2022-02-01,2022,2,Februari,Puertorico,paspor,0,tersedia
2022-02-01,2022,2,Februari,Qatar,paspor,7,tersedia
2022-02-01,2022,2,Februari,R u s i a,paspor,1349,tersedia
